LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT	WINNERS
Suertres Lotto 4PM	0-0-8	8/8/2016	4,500.00	375
Suertres Lotto 9PM	1-0-3	8/8/2016	4,500.00	1180
EZ2 Lotto 9PM	14-17	8/8/2016	4,000.00	669
EZ2 Lotto 11AM	08-17	8/8/2016	4,000.00	268
EZ2 Lotto 4PM	14-30	8/8/2016	4,000.00	84
Grand Lotto 6/55	16-18-28-13-55-47	8/8/2016	30,000,000.00	0
Superlotto 6/49	33-18-32-38-01-26	8/7/2016	63,647,456.00	0
Suertres Lotto 11AM	3-2-9	8/7/2016	4,500.00	477
Suertres Lotto 4PM	8-6-7	8/7/2016	4,500.00	445
Suertres Lotto 9PM	1-1-6	8/7/2016	4,500.00	1213
EZ2 Lotto 9PM	22-20	8/7/2016	4,000.00	167
EZ2 Lotto 11AM	28-28	8/7/2016	4,000.00	285
EZ2 Lotto 4PM	24-14	8/7/2016	4,000.00	114
Ultra Lotto 6/58	55-36-33-30-53-32	8/7/2016	50,000,000.00	0
6Digit	5-8-1-7-8-3	8/6/2016	660,718.26	0
Suertres Lotto 11AM	2-8-4	8/6/2016	4,500.00	278
Suertres Lotto 4PM	3-5-9	8/6/2016	4,500.00	534
Suertres Lotto 9PM	7-3-3	8/6/2016	4,500.00	498
EZ2 Lotto 9PM	29-12	8/6/2016	4,000.00	519
Lotto 6/42	31-01-10-34-12-11	8/6/2016	6,000,000.00	0
EZ2 Lotto 11AM	18-25	8/6/2016	4,000.00	189
EZ2 Lotto 4PM	04-14	8/6/2016	4,000.00	239
Grand Lotto 6/55	17-31-38-27-47-36	8/6/2016	30,000,000.00	0
Megalotto 6/45	19-07-11-39-28-17	8/5/2016	9,000,000.00	0
4Digit	7-7-2-6	8/5/2016	24,930.00	22
Suertres Lotto 11AM	8-5-5	8/5/2016	4,500.00	1016
Suertres Lotto 4PM	1-9-9	8/5/2016	4,500.00	542
Suertres Lotto 9PM	1-4-6	8/5/2016	4,500.00	649
EZ2 Lotto 9PM	17-02	8/5/2016	4,000.00	169
EZ2 Lotto 11AM	07-27	8/5/2016	4,000.00	286
EZ2 Lotto 4PM	01-21	8/5/2016	4,000.00	144
Ultra Lotto 6/58	02-09-06-30-52-08	8/5/2016	50,000,000.00	0
Superlotto 6/49	30-16-25-43-09-31	8/4/2016	59,030,536.00	0
6Digit	2-5-7-5-8-0	8/4/2016	417,283.32	0
Suertres Lotto 11AM	5-6-1	8/4/2016	4,500.00	932
Suertres Lotto 4PM	6-8-2	8/4/2016	4,500.00	388
Suertres Lotto 9PM	2-8-2	8/4/2016	4,500.00	975
EZ2 Lotto 9PM	09-19	8/4/2016	4,000.00	749
Lotto 6/42	33-35-13-27-05-12	8/4/2016	111,998,556.00	1
EZ2 Lotto 11AM	07-20	8/4/2016	4,000.00	254
EZ2 Lotto 4PM	23-08	8/4/2016	4,000.00	234
Megalotto 6/45	40-41-29-21-03-13	8/3/2016	9,000,000.00	0
4Digit	5-1-4-5	8/3/2016	24,384.00	32
Suertres Lotto 11AM	8-0-5	8/3/2016	4,500.00	1003
Suertres Lotto 4PM	4-2-1	8/3/2016	4,500.00	671
Suertres Lotto 9PM	1-6-6	8/3/2016	4,500.00	932
EZ2 Lotto 9PM	18-19	8/3/2016	4,000.00	337
EZ2 Lotto 11AM	18-16	8/3/2016	4,000.00	89
EZ2 Lotto 4PM	09-21	8/3/2016	4,000.00	238
Grand Lotto 6/55	44-02-43-52-31-51	8/3/2016	30,000,000.00	0
Superlotto 6/49	02-47-27-01-22-17	8/2/2016	55,845,456.00	0
6Digit	6-2-2-0-6-5	8/2/2016	219,768.10	0
Suertres Lotto 11AM	2-5-7	8/2/2016	4,500.00	938
Suertres Lotto 4PM	9-0-4	8/2/2016	4,500.00	499
Suertres Lotto 9PM	2-2-5	8/2/2016	4,500.00	1282
EZ2 Lotto 9PM	21-09	8/2/2016	4,000.00	530
Lotto 6/42	35-17-39-18-06-22	8/2/2016	104,799,728.00	0
EZ2 Lotto 11AM	02-05	8/2/2016	4,000.00	262
EZ2 Lotto 4PM	28-09	8/2/2016	4,000.00	126
Megalotto 6/45	01-20-40-17-26-44	8/1/2016	9,000,000.00	0
4Digit	3-5-0-1	8/1/2016	34,492.00	23
Suertres Lotto 11AM	6-3-5	8/1/2016	4,500.00	282
Suertres Lotto 4PM	5-2-6	8/1/2016	4,500.00	868
Suertres Lotto 9PM	3-7-5	8/1/2016	4,500.00	752
EZ2 Lotto 9PM	24-19	8/1/2016	4,000.00	161
EZ2 Lotto 11AM	13-22	8/1/2016	4,000.00	163
EZ2 Lotto 4PM	27-17	8/1/2016	4,000.00	50
Grand Lotto 6/55	15-09-47-20-02-40	8/1/2016	30,000,000.00	0
Superlotto 6/49	16-09-35-28-13-01	7/31/2016	52,649,304.00	0
Suertres Lotto 11AM	2-1-9	7/31/2016	4,500.00	516
Suertres Lotto 4PM	3-4-1	7/31/2016	4,500.00	540
Suertres Lotto 9PM	6-1-8	7/31/2016	4,500.00	1044
EZ2 Lotto 9PM	10-03	7/31/2016	4,000.00	524
EZ2 Lotto 11AM	15-27	7/31/2016	4,000.00	192
EZ2 Lotto 4PM	13-03	7/31/2016	4,000.00	109
Ultra Lotto 6/58	21-27-55-47-46-19	7/31/2016	50,000,000.00	0
6Digit	8-4-4-8-2-3	7/30/2016	9,623,353.00	1
Suertres Lotto 11AM	0-1-5	7/30/2016	4,500.00	326
Suertres Lotto 4PM	2-8-7	7/30/2016	4,500.00	420
Suertres Lotto 9PM	3-0-0	7/30/2016	4,500.00	1251
EZ2 Lotto 9PM	22-28	7/30/2016	4,000.00	630
Lotto 6/42	16-33-21-39-40-20	7/30/2016	97,587,600.00	0
EZ2 Lotto 11AM	08-24	7/30/2016	4,000.00	352
EZ2 Lotto 4PM	25-04	7/30/2016	4,000.00	59
Grand Lotto 6/55	13-35-24-09-06-53	7/30/2016	272,868,832.00	1
Megalotto 6/45	17-05-21-41-36-09	7/29/2016	31,175,776.00	1
4Digit	8-0-0-7	7/29/2016	52,834.00	12
Suertres Lotto 11AM	1-7-1	7/29/2016	4,500.00	467
Suertres Lotto 4PM	9-9-4	7/29/2016	4,500.00	123
Suertres Lotto 9PM	3-1-6	7/29/2016	4,500.00	1108
EZ2 Lotto 9PM	30-13	7/29/2016	4,000.00	148
EZ2 Lotto 11AM	16-03	7/29/2016	4,000.00	216
EZ2 Lotto 4PM	21-04	7/29/2016	4,000.00	227
Ultra Lotto 6/58	20-55-14-22-18-30	7/29/2016	194,605,848.00	1
Superlotto 6/49	48-23-42-43-32-22	7/28/2016	48,718,748.00	0
6Digit	7-9-1-7-3-5	7/28/2016	9,297,228.98	0
Suertres Lotto 11AM	4-9-5	7/28/2016	4,500.00	194
Suertres Lotto 4PM	5-3-3	7/28/2016	4,500.00	558
Suertres Lotto 9PM	0-9-0	7/28/2016	4,500.00	454
EZ2 Lotto 9PM	18-22	7/28/2016	4,000.00	781
Lotto 6/42	36-42-24-04-15-12	7/28/2016	92,078,724.00	0
EZ2 Lotto 11AM	21-13	7/28/2016	4,000.00	74
EZ2 Lotto 4PM	12-04	7/28/2016	4,000.00	313
Megalotto 6/45	37-35-34-28-25-43	7/27/2016	27,575,160.00	0
4Digit	3-2-7-9	7/27/2016	35,738.00	22
Suertres Lotto 11AM	9-9-0	7/27/2016	4,500.00	168
Suertres Lotto 4PM	4-6-8	7/27/2016	4,500.00	380
Suertres Lotto 9PM	0-2-2	7/27/2016	4,500.00	708
EZ2 Lotto 9PM	24-02	7/27/2016	4,000.00	545
EZ2 Lotto 11AM	30-11	7/27/2016	4,000.00	225
EZ2 Lotto 4PM	10-31	7/27/2016	4,000.00	245
Grand Lotto 6/55	23-44-28-12-04-13	7/27/2016	262,701,612.00	0
Superlotto 6/49	11-02-46-22-12-09	7/26/2016	45,533,856.00	0
6Digit	5-1-0-9-7-7	7/26/2016	9,204,004.64	0
Suertres Lotto 11AM	3-2-7	7/26/2016	4,500.00	503
Suertres Lotto 4PM	2-0-6	7/26/2016	4,500.00	415
Suertres Lotto 9PM	7-2-0	7/26/2016	4,500.00	1197
EZ2 Lotto 9PM	26-26	7/26/2016	4,000.00	706
Lotto 6/42	31-26-23-15-36-33	7/26/2016	86,367,392.00	0
EZ2 Lotto 11AM	02-09	7/26/2016	4,000.00	226
EZ2 Lotto 4PM	10-20	7/26/2016	4,000.00	243
Megalotto 6/45	04-29-36-34-40-41	7/25/2016	24,231,752.00	0
4Digit	9-1-7-5	7/25/2016	26,486.00	31
Suertres Lotto 11AM	3-9-0	7/25/2016	4,500.00	562
Suertres Lotto 4PM	4-9-3	7/25/2016	4,500.00	424
Suertres Lotto 9PM	0-5-7	7/25/2016	4,500.00	369
EZ2 Lotto 9PM	16-01	7/25/2016	4,000.00	270
EZ2 Lotto 11AM	03-11	7/25/2016	4,000.00	254
EZ2 Lotto 4PM	30-16	7/25/2016	4,000.00	122
Grand Lotto 6/55	15-42-11-31-30-28	7/25/2016	253,130,736.00	0
Superlotto 6/49	32-21-40-05-24-08	7/24/2016	42,536,540.00	0
Suertres Lotto 11AM	4-5-7	7/24/2016	4,500.00	408
Suertres Lotto 4PM	0-3-4	7/24/2016	4,500.00	442
Suertres Lotto 9PM	3-9-9	7/24/2016	4,500.00	595
EZ2 Lotto 9PM	16-30	7/24/2016	4,000.00	497
EZ2 Lotto 11AM	22-25	7/24/2016	4,000.00	104
EZ2 Lotto 4PM	26-01	7/24/2016	4,000.00	59
Ultra Lotto 6/58	10-30-22-34-50-28	7/24/2016	188,714,904.00	0
6Digit	1-1-1-2-2-8	7/23/2016	8,889,588.12	0
Suertres Lotto 11AM	6-5-9	7/23/2016	4,500.00	582
Suertres Lotto 4PM	9-3-6	7/23/2016	4,500.00	324
Suertres Lotto 9PM	4-9-5	7/23/2016	4,500.00	452
EZ2 Lotto 9PM	19-05	7/23/2016	4,000.00	303
Lotto 6/42	19-10-11-34-02-26	7/23/2016	80,684,932.00	0
EZ2 Lotto 11AM	30-17	7/23/2016	4,000.00	159
EZ2 Lotto 4PM	22-09	7/23/2016	4,000.00	67
Grand Lotto 6/55	37-34-19-08-26-25	7/23/2016	245,012,452.00	0
Megalotto 6/45	44-34-08-07-19-40	7/22/2016	21,082,096.00	0
4Digit	3-0-5-0	7/22/2016	23,655.00	18
Suertres Lotto 11AM	6-4-1	7/22/2016	4,500.00	354
Suertres Lotto 4PM	6-2-7	7/22/2016	4,500.00	647
Suertres Lotto 9PM	0-6-8	7/22/2016	4,500.00	434
EZ2 Lotto 9PM	26-10	7/22/2016	4,000.00	263
EZ2 Lotto 11AM	24-31	7/22/2016	4,000.00	267
EZ2 Lotto 4PM	23-09	7/22/2016	4,000.00	197
Ultra Lotto 6/58	09-47-04-20-52-05	7/22/2016	184,031,148.00	0
Superlotto 6/49	48-41-24-37-31-46	7/21/2016	39,206,772.00	0
6Digit	7-0-6-8-5-5	7/21/2016	8,839,588.12	0
Suertres Lotto 11AM	9-2-1	7/21/2016	4,500.00	1121
Suertres Lotto 4PM	3-5-1	7/21/2016	4,500.00	288
Suertres Lotto 9PM	0-7-0	7/21/2016	4,500.00	383
EZ2 Lotto 9PM	17-25	7/21/2016	4,000.00	580
Lotto 6/42	02-04-39-18-12-37	7/21/2016	75,965,644.00	0
EZ2 Lotto 11AM	13-15	7/21/2016	4,000.00	121
EZ2 Lotto 4PM	27-20	7/21/2016	4,000.00	185
Megalotto 6/45	13-19-31-08-06-14	7/20/2016	17,865,684.00	0
4Digit	5-8-8-2	7/20/2016	67,815.00	13
Suertres Lotto 11AM	7-8-8	7/20/2016	4,500.00	523
Suertres Lotto 4PM	5-3-1	7/20/2016	4,500.00	406
Suertres Lotto 9PM	9-0-9	7/20/2016	4,500.00	332
EZ2 Lotto 9PM	04-11	7/20/2016	4,000.00	696
EZ2 Lotto 11AM	30-27	7/20/2016	4,000.00	59
EZ2 Lotto 4PM	07-10	7/20/2016	4,000.00	329
Grand Lotto 6/55	10-07-16-22-44-37	7/20/2016	235,685,292.00	0
Superlotto 6/49	08-11-04-35-39-17	7/19/2016	36,249,844.00	0
6Digit	7-4-4-8-0-4	7/19/2016	8,412,646.66	0
Suertres Lotto 11AM	6-8-5	7/19/2016	4,500.00	451
Suertres Lotto 4PM	8-7-1	7/19/2016	4,500.00	441
Suertres Lotto 9PM	9-1-5	7/19/2016	4,500.00	755
EZ2 Lotto 9PM	23-29	7/19/2016	4,000.00	240
Lotto 6/42	31-33-05-09-06-36	7/19/2016	70,789,332.00	0
EZ2 Lotto 11AM	21-05	7/19/2016	4,000.00	126
EZ2 Lotto 4PM	12-05	7/19/2016	4,000.00	253
Megalotto 6/45	42-40-32-05-27-19	7/18/2016	14,770,392.00	0
4Digit	6-6-6-0	7/18/2016	18,462.00	41
Suertres Lotto 11AM	1-9-6	7/18/2016	4,500.00	541
Suertres Lotto 4PM	4-3-3	7/18/2016	4,500.00	279
Suertres Lotto 9PM	2-0-6	7/18/2016	4,500.00	536
EZ2 Lotto 9PM	30-29	7/18/2016	4,000.00	86
EZ2 Lotto 11AM	30-05	7/18/2016	4,000.00	217
EZ2 Lotto 4PM	10-05	7/18/2016	4,000.00	236
Grand Lotto 6/55	05-27-21-45-02-47	7/18/2016	226,460,272.00	0
Superlotto 6/49	40-16-22-27-13-49	7/17/2016	33,316,892.00	0
Suertres Lotto 11AM	9-9-0	7/17/2016	4,500.00	351
Suertres Lotto 4PM	9-4-7	7/17/2016	4,500.00	413
Suertres Lotto 9PM	6-4-4	7/17/2016	4,500.00	990
EZ2 Lotto 9PM	16-05	7/17/2016	4,000.00	264
EZ2 Lotto 11AM	02-30	7/17/2016	4,000.00	223
EZ2 Lotto 4PM	11-01	7/17/2016	4,000.00	118
Ultra Lotto 6/58	39-05-11-26-16-28	7/17/2016	178,240,316.00	0
6Digit	9-3-0-6-3-7	7/16/2016	7,907,928.62	0
Suertres Lotto 11AM	9-9-1	7/16/2016	4,500.00	334
Suertres Lotto 4PM	2-8-4	7/16/2016	4,500.00	315
Suertres Lotto 9PM	1-1-9	7/16/2016	4,500.00	1268
EZ2 Lotto 9PM	26-30	7/16/2016	4,000.00	434
Lotto 6/42	10-40-14-22-13-34	7/16/2016	65,548,508.00	0
EZ2 Lotto 11AM	14-18	7/16/2016	4,000.00	235
EZ2 Lotto 4PM	15-20	7/16/2016	4,000.00	185
Grand Lotto 6/55	33-32-51-17-13-03	7/16/2016	217,860,692.00	0
Megalotto 6/45	27-02-20-23-21-41	7/15/2016	11,668,684.00	0
4Digit	8-1-8-7	7/15/2016	12,087.00	78
Suertres Lotto 11AM	1-2-5	7/15/2016	4,500.00	1030
Suertres Lotto 4PM	5-4-9	7/15/2016	4,500.00	456
Suertres Lotto 9PM	7-5-4	7/15/2016	4,500.00	1266
EZ2 Lotto 9PM	05-13	7/15/2016	4,000.00	697
EZ2 Lotto 11AM	02-11	7/15/2016	4,000.00	248
EZ2 Lotto 4PM	09-12	7/15/2016	4,000.00	220
Ultra Lotto 6/58	06-21-57-31-53-02	7/15/2016	173,368,172.00	0
Superlotto 6/49	26-42-35-47-33-07	7/14/2016	29,966,832.00	0
6Digit	3-6-0-4-1-6	7/14/2016	7,510,984.00	0
Suertres Lotto 11AM	3-2-9	7/14/2016	4,500.00	410
Suertres Lotto 4PM	2-4-0	7/14/2016	4,500.00	639
Suertres Lotto 9PM	4-6-7	7/14/2016	4,500.00	739
EZ2 Lotto 9PM	06-05	7/14/2016	4,000.00	535
Lotto 6/42	04-25-11-10-05-08	7/14/2016	61,117,680.00	0
EZ2 Lotto 11AM	10-21	7/14/2016	4,000.00	144
EZ2 Lotto 4PM	28-04	7/14/2016	4,000.00	75
Megalotto 6/45	12-37-42-41-15-33	7/13/2016	9,000,000.00	0
4Digit	0-5-5-6	7/13/2016	37,713.00	20
Suertres Lotto 11AM	8-0-1	7/13/2016	4,500.00	541
Suertres Lotto 4PM	6-3-6	7/13/2016	4,500.00	561
Suertres Lotto 9PM	6-6-4	7/13/2016	4,500.00	528
EZ2 Lotto 9PM	04-25	7/13/2016	4,000.00	509
EZ2 Lotto 11AM	03-12	7/13/2016	4,000.00	220
EZ2 Lotto 4PM	15-16	7/13/2016	4,000.00	170
Grand Lotto 6/55	35-38-21-23-24-12	7/13/2016	209,308,664.00	0
Superlotto 6/49	01-25-38-03-49-21	7/12/2016	27,210,988.00	0
6Digit	0-2-7-4-0-1	7/12/2016	7,460,984.00	0
Suertres Lotto 11AM	5-6-4	7/12/2016	4,500.00	298
Suertres Lotto 4PM	7-4-4	7/12/2016	4,500.00	696
Suertres Lotto 9PM	3-3-2	7/12/2016	4,500.00	765
EZ2 Lotto 9PM	27-27	7/12/2016	4,000.00	720
Lotto 6/42	18-12-35-07-29-13	7/12/2016	56,447,780.00	0
EZ2 Lotto 11AM	08-19	7/12/2016	4,000.00	235
EZ2 Lotto 4PM	22-10	7/12/2016	4,000.00	224
Megalotto 6/45	19-42-11-27-28-03	7/11/2016	9,000,000.00	0
4Digit	1-9-5-5	7/11/2016	10,000.00	123
Suertres Lotto 11AM	4-5-4	7/11/2016	4,500.00	222
Suertres Lotto 4PM	3-2-1	7/11/2016	4,500.00	375
Suertres Lotto 9PM	5-4-1	7/11/2016	4,500.00	1157
EZ2 Lotto 9PM	04-05	7/11/2016	4,000.00	560
EZ2 Lotto 11AM	28-29	7/11/2016	4,000.00	222
EZ2 Lotto 4PM	21-25	7/11/2016	4,000.00	122
Grand Lotto 6/55	17-15-53-30-14-02	7/11/2016	201,085,944.00	0
Superlotto 6/49	18-35-44-42-09-38	7/10/2016	24,526,164.00	0
Suertres Lotto 11AM	6-5-1	7/10/2016	4,500.00	396
Suertres Lotto 4PM	8-7-1	7/10/2016	4,500.00	535
Suertres Lotto 9PM	9-6-3	7/10/2016	4,500.00	540
EZ2 Lotto 9PM	18-28	7/10/2016	4,000.00	374
EZ2 Lotto 11AM	25-07	7/10/2016	4,000.00	185
EZ2 Lotto 4PM	23-10	7/10/2016	4,000.00	150
Ultra Lotto 6/58	44-39-43-10-07-23	7/10/2016	167,511,164.00	0
6Digit	1-3-1-8-1-3	7/9/2016	6,994,906.04	0
Suertres Lotto 11AM	0-8-9	7/9/2016	4,500.00	403
Suertres Lotto 4PM	2-4-3	7/9/2016	4,500.00	351
Suertres Lotto 9PM	5-5-3	7/9/2016	4,500.00	440
EZ2 Lotto 9PM	08-02	7/9/2016	4,000.00	493
Lotto 6/42	23-26-35-38-07-20	7/9/2016	51,732,808.00	0
EZ2 Lotto 11AM	23-15	7/9/2016	4,000.00	67
EZ2 Lotto 4PM	31-22	7/9/2016	4,000.00	44
Grand Lotto 6/55	28-43-31-13-18-02	7/9/2016	193,980,460.00	0
Megalotto 6/45	31-11-26-23-20-08	7/8/2016	9,000,000.00	0
4Digit	0-6-5-7	7/8/2016	51,381.00	15
Suertres Lotto 11AM	8-0-3	7/8/2016	4,500.00	506
Suertres Lotto 4PM	3-0-7	7/8/2016	4,500.00	555
Suertres Lotto 9PM	7-4-7	7/8/2016	4,500.00	821
EZ2 Lotto 9PM	10-21	7/8/2016	4,000.00	630
EZ2 Lotto 11AM	22-19	7/8/2016	4,000.00	83
EZ2 Lotto 4PM	06-08	7/8/2016	4,000.00	228
Ultra Lotto 6/58	11-27-51-02-16-41	7/8/2016	162,847,140.00	0
Superlotto 6/49	11-32-19-48-34-14	7/7/2016	21,375,584.00	0
6Digit	9-1-3-2-4-6	7/7/2016	6,944,906.04	0
Suertres Lotto 11AM	5-3-9	7/7/2016	4,500.00	387
Suertres Lotto 4PM	6-0-9	7/7/2016	4,500.00	676
Suertres Lotto 9PM	6-2-2	7/7/2016	4,500.00	703
EZ2 Lotto 9PM	18-16	7/7/2016	4,000.00	126
Lotto 6/42	06-31-02-36-03-17	7/7/2016	48,053,684.00	0
EZ2 Lotto 11AM	26-20	7/7/2016	4,000.00	118
EZ2 Lotto 4PM	23-27	7/7/2016	4,000.00	119
Megalotto 6/45	19-27-01-03-02-09	7/6/2016	76,105,800.00	1
4Digit	0-7-0-1	7/6/2016	16,620.00	51
Suertres Lotto 11AM	1-3-1	7/6/2016	4,500.00	619
Suertres Lotto 4PM	9-2-9	7/6/2016	4,500.00	377
Suertres Lotto 9PM	3-4-3	7/6/2016	4,500.00	583
EZ2 Lotto 9PM	13-22	7/6/2016	4,000.00	466
EZ2 Lotto 11AM	01-28	7/6/2016	4,000.00	209
EZ2 Lotto 4PM	13-15	7/6/2016	4,000.00	148
Grand Lotto 6/55	14-23-06-20-39-54	7/6/2016	187,434,380.00	0
Superlotto 6/49	32-15-39-04-40-29	7/5/2016	18,824,472.00	0
6Digit	1-2-9-2-9-8	7/5/2016	6,755,954.02	0
Suertres Lotto 11AM	8-1-9	7/5/2016	4,500.00	576
Suertres Lotto 4PM	4-4-5	7/5/2016	4,500.00	419
Suertres Lotto 9PM	6-3-5	7/5/2016	4,500.00	993
EZ2 Lotto 9PM	27-14	7/5/2016	4,000.00	206
Lotto 6/42	04-09-06-18-30-39	7/5/2016	44,055,716.00	0
EZ2 Lotto 11AM	24-23	7/5/2016	4,000.00	48
EZ2 Lotto 4PM	24-11	7/5/2016	4,000.00	211
Megalotto 6/45	31-27-41-23-01-36	7/4/2016	71,827,352.00	0
4Digit	0-7-5-3	7/4/2016	33,094.00	26
Suertres Lotto 11AM	2-5-1	7/4/2016	4,500.00	746
Suertres Lotto 4PM	4-9-1	7/4/2016	4,500.00	359
Suertres Lotto 9PM	7-3-5	7/4/2016	4,500.00	1226
EZ2 Lotto 9PM	14-19	7/4/2016	4,000.00	562
EZ2 Lotto 11AM	09-16	7/4/2016	4,000.00	182
EZ2 Lotto 4PM	31-16	7/4/2016	4,000.00	92
Grand Lotto 6/55	44-14-09-26-48-33	7/4/2016	180,876,524.00	0
Superlotto 6/49	46-45-18-15-42-26	7/3/2016	16,347,744.00	0
Suertres Lotto 11AM	9-7-5	7/3/2016	4,500.00	856
Suertres Lotto 4PM	2-8-0	7/3/2016	4,500.00	498
Suertres Lotto 9PM	1-0-3	7/3/2016	4,500.00	1011
EZ2 Lotto 9PM	22-25	7/3/2016	4,000.00	390
EZ2 Lotto 11AM	19-31	7/3/2016	4,000.00	87
EZ2 Lotto 4PM	20-22	7/3/2016	4,000.00	152
Ultra Lotto 6/58	54-23-32-04-14-38	7/3/2016	157,515,824.00	0
6Digit	0-7-7-9-5-4	7/2/2016	6,705,954.02	0
Suertres Lotto 11AM	4-1-4	7/2/2016	4,500.00	1109
Suertres Lotto 4PM	1-3-8	7/2/2016	4,500.00	696
Suertres Lotto 9PM	3-6-3	7/2/2016	4,500.00	468
EZ2 Lotto 9PM	11-28	7/2/2016	4,000.00	546
Lotto 6/42	42-24-25-05-38-23	7/2/2016	40,044,056.00	0
EZ2 Lotto 11AM	09-12	7/2/2016	4,000.00	312
EZ2 Lotto 4PM	24-20	7/2/2016	4,000.00	47
Grand Lotto 6/55	08-25-05-04-50-45	7/2/2016	174,759,808.00	0
Megalotto 6/45	26-45-29-10-03-04	7/1/2016	67,712,724.00	0
4Digit	3-7-7-5	7/1/2016	45,212.00	18
Suertres Lotto 11AM	6-2-9	7/1/2016	4,500.00	1126
Suertres Lotto 4PM	1-6-5	7/1/2016	4,500.00	459
Suertres Lotto 9PM	9-1-5	7/1/2016	4,500.00	1029
EZ2 Lotto 9PM	02-03	7/1/2016	4,000.00	611
EZ2 Lotto 11AM	31-22	7/1/2016	4,000.00	35
EZ2 Lotto 4PM	08-10	7/1/2016	4,000.00	223
Ultra Lotto 6/58	36-47-04-03-20-28	7/1/2016	153,031,572.00	0
Superlotto 6/49	01-05-40-09-43-36	6/30/2016	16,000,000.00	0
6Digit	0-5-8-0-8-5	6/30/2016	6,407,969.94	0
Suertres Lotto 11AM	4-1-6	6/30/2016	4,500.00	1117
Suertres Lotto 4PM	1-3-2	6/30/2016	4,500.00	788
Suertres Lotto 9PM	6-5-0	6/30/2016	4,500.00	772
EZ2 Lotto 9PM	26-01	6/30/2016	4,000.00	258
Lotto 6/42	34-02-14-20-40-39	6/30/2016	36,684,680.00	0
EZ2 Lotto 11AM	06-06	6/30/2016	4,000.00	695
EZ2 Lotto 4PM	07-15	6/30/2016	4,000.00	374
Megalotto 6/45	24-15-43-25-05-10	6/29/2016	63,495,308.00	0
4Digit	9-1-7-1	6/29/2016	38,199.00	19
Suertres Lotto 11AM	6-1-7	6/29/2016	4,500.00	596
Suertres Lotto 4PM	7-3-3	6/29/2016	4,500.00	323
Suertres Lotto 9PM	2-7-8	6/29/2016	4,500.00	551
EZ2 Lotto 9PM	04-28	6/29/2016	4,000.00	516
EZ2 Lotto 11AM	05-12	6/29/2016	4,000.00	264
EZ2 Lotto 4PM	23-02	6/29/2016	4,000.00	81
Grand Lotto 6/55	05-10-20-39-12-36	6/29/2016	168,700,736.00	0
Superlotto 6/49	06-34-35-25-18-29	6/28/2016	16,000,000.00	0
6Digit	9-9-1-4-5-7	6/28/2016	5,894,193.02	0
Suertres Lotto 11AM	7-1-1	6/28/2016	4,500.00	435
Suertres Lotto 4PM	4-8-7	6/28/2016	4,500.00	536
Suertres Lotto 9PM	3-0-2	6/28/2016	4,500.00	1204
EZ2 Lotto 9PM	08-03	6/28/2016	4,000.00	629
Lotto 6/42	22-28-42-35-02-03	6/28/2016	32,955,688.00	0
EZ2 Lotto 11AM	05-02	6/28/2016	4,000.00	327
EZ2 Lotto 4PM	25-11	6/28/2016	4,000.00	121
Megalotto 6/45	17-27-24-21-20-30	6/27/2016	59,708,012.00	0
4Digit	3-5-5-9	6/27/2016	38,559.00	19
Suertres Lotto 11AM	8-8-2	6/27/2016	4,500.00	249
Suertres Lotto 4PM	4-0-4	6/27/2016	4,500.00	308
Suertres Lotto 9PM	7-3-4	6/27/2016	4,500.00	673
EZ2 Lotto 9PM	04-07	6/27/2016	4,000.00	798
EZ2 Lotto 11AM	25-09	6/27/2016	4,000.00	265
EZ2 Lotto 4PM	06-03	6/27/2016	4,000.00	208
Grand Lotto 6/55	28-50-42-53-07-30	6/27/2016	162,811,372.00	0
Superlotto 6/49	34-13-05-15-20-26	6/26/2016	16,000,000.00	0
Suertres Lotto 11AM	1-3-0	6/26/2016	4,500.00	720
Suertres Lotto 4PM	6-3-3	6/26/2016	4,500.00	307
Suertres Lotto 9PM	5-7-5	6/26/2016	4,500.00	373
EZ2 Lotto 9PM	08-18	6/26/2016	4,000.00	621
EZ2 Lotto 11AM	31-13	6/26/2016	4,000.00	86
EZ2 Lotto 4PM	14-24	6/26/2016	4,000.00	216
Ultra Lotto 6/58	11-53-02-29-01-09	6/26/2016	148,235,564.00	0
6Digit	4-2-7-7-8-5	6/25/2016	5,755,560.52	0
Suertres Lotto 11AM	2-2-2	6/25/2016	4,500.00	953
Suertres Lotto 4PM	0-8-1	6/25/2016	4,500.00	337
Suertres Lotto 9PM	1-6-7	6/25/2016	4,500.00	994
EZ2 Lotto 9PM	04-10	6/25/2016	4,000.00	466
Lotto 6/42	34-24-08-35-36-10	6/25/2016	29,248,056.00	0
EZ2 Lotto 11AM	11-20	6/25/2016	4,000.00	256
EZ2 Lotto 4PM	15-11	6/25/2016	4,000.00	194
Grand Lotto 6/55	05-16-53-01-33-04	6/25/2016	157,148,612.00	0
Megalotto 6/45	16-15-11-25-39-24	6/24/2016	55,966,336.00	0
4Digit	7-7-4-0	6/24/2016	37,559.00	23
Suertres Lotto 11AM	9-5-1	6/24/2016	4,500.00	487
Suertres Lotto 4PM	4-6-8	6/24/2016	4,500.00	418
Suertres Lotto 9PM	5-1-6	6/24/2016	4,500.00	1194
EZ2 Lotto 9PM	22-24	6/24/2016	4,000.00	326
EZ2 Lotto 11AM	18-11	6/24/2016	4,000.00	144
