Date;Players;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
27-02-2015;779731;5539944,0000;0;0,0000;2;485210,6000;0;49765,1000;3;5391,2000;90;197,9000;173;88,9000;176;77,8000;2397;25,1000;4030;14,4000;9070;10,7000;13002;13,5000;56748;8,1000;129655;3,7000
24-02-2015;453461;3007930,0000;0;0,0000;0;386349,2000;1;128783,0000;4;4953,1000;45;270,4000;74;127,7000;108;68,8000;1615;20,8000;1906;17,5000;4577;12,5000;8280;11,4000;28636;9,2000;70436;3,9000
20-02-2015;692826;4834970,0000;0;0,0000;0;321069,1000;0;107023,0000;6;3567,4000;65;230,8000;98;135,4000;218;48,6000;3520;14,8000;3224;14,7000;6072;14,0000;18206;8,1000;52090;7,8000;96161;4,4000
17-02-2015;436904;2823676,0000;0;0,0000;0;1064229,8000;0;88685,8000;2;6334,7000;33;229,9000;97;95,5000;73;86,2000;1169;26,4000;1785;16,7000;4983;11,4000;6239;14,1000;26715;9,1000;68452;3,8000
13-02-2015;873834;5948028,0000;0;0,0000;1;291869,9000;1;72967,4000;4;4946,9000;118;190,1000;339;87,0000;169;80,1000;2520;25,4000;5077;14,8000;11370;11,5000;13505;13,4000;64338;8,5000;141446;4,0000
10-02-2015;419640;2638782,0000;0;0,0000;0;997973,3000;0;83164,4000;0;5365,4000;34;188,0000;68;83,6000;99;76,5000;1159;24,6000;1825;13,5000;4268;10,3000;6087;14,1000;27393;7,9000;62314;3,6000
06-02-2015;667910;4504092,0000;0;0,0000;0;469666,2000;0;39138,8000;3;5591,2000;56;216,2000;113;116,2000;128;70,7000;2076;22,4000;3400;13,8000;6204;12,2000;11502;11,7000;47846;7,8000;85044;4,5000
03-02-2015;412962;2566700,0000;0;15000000,0000;1;242909,6000;0;35986,6000;1;5223,8000;46;210,8000;104;102,9000;103;60,3000;1372;21,1000;2076;14,3000;4200;12,6000;6581;11,8000;27351;8,2000;58097;4,2000
30-01-2015;652142;4387590,0000;0;7500000,0000;0;258356,4000;1;32294,5000;6;2348,6000;110;124,4000;204;69,6000;259;40,2000;3912;13,7000;4459;10,2000;8057;9,4000;19866;8,0000;59892;6,4000;107515;3,5000
27-01-2015;397998;2511116,0000;1;21715116,0000;0;503633,6000;1;67151,1000;0;5595,9000;33;247,2000;64;113,1000;78;80,1000;1158;23,7000;1684;15,9000;3658;12,0000;6065;13,0000;25193;8,6000;56077;3,9000
23-01-2015;641788;4332362,0000;0;0,0000;0;1422697,0000;2;67747,4000;1;7648,9000;53;256,7000;114;134,4000;144;74,9000;2116;22,3000;2679;17,3000;5570;13,9000;12322;11,2000;42791;8,8000;87130;4,3000
20-01-2015;426586;2719570,0000;0;16269652,0000;0;352332,9000;0;88083,2000;2;4194,4000;45;231,1000;96;108,6000;93;78,9000;1195;26,4000;1768;16,8000;3733;13,0000;6467;13,8000;24818;9,5000;53714;4,3000
16-01-2015;660975;4485634,0000;0;0,0000;0;786948,2000;0;104926,4000;6;5581,1000;56;274,2000;94;145,2000;137;69,3000;2323;20,0000;2377;18,4000;4709;16,1000;14700;9,2000;40520;9,3000;77415;5,0000
13-01-2015;401977;2504126,0000;0;0,0000;0;263770,1000;0;23446,2000;0;4884,6000;35;190,1000;100;77,5000;67;83,0000;1023;27,1000;1769;14,7000;4405;10,4000;5650;14,4000;25521;8,5000;60422;3,7000
09-01-2015;671946;4603906,0000;0;31666941,0000;0;302905,8000;0;50484,3000;2;6472,3000;83;243,5000;201;91,4000;159;76,5000;2156;24,2000;2659;17,6000;7231;11,4000;11589;12,4000;39598;9,6000;104152;3,8000
06-01-2015;414382;2630122,0000;0;0,0000;0;492755,7000;0;82125,9000;3;5663,8000;29;239,5000;74;125,8000;97;70,8000;1326;22,2000;1828;15,6000;3630;13,8000;7451;11,6000;27383;8,1000;52753;4,4000
02-01-2015;599750;4127524,0000;0;0,0000;0;668437,9000;0;55703,1000;1;6962,8000;66;209,4000;125;120,1000;171;57,9000;2756;17,1000;2912;15,0000;5837;13,2000;14685;8,7000;45805;7,8000;88819;4,1000
30-12-2014;470155;3044576,0000;0;15000000,0000;2;275335,5000;0;61185,6000;2;3399,2000;37;241,8000;96;117,6000;97;76,1000;1426;24,6000;1969;17,3000;4207;13,8000;7611;13,1000;30229;9,0000;66044;4,2000
26-12-2014;594793;4148002,0000;1;25234535,0000;6;139561,8000;3;34115,1000;0;7310,3000;60;214,2000;84;128,8000;134;72,8000;1987;22,4000;2691;15,4000;4744;14,0000;10833;11,6000;46436;7,7000;79485;4,3000
23-12-2014;447127;2865238,0000;0;0,0000;0;372069,3000;0;37206,9000;0;5637,4000;46;212,7000;109;85,4000;101;71,0000;1463;22,5000;2098;14,3000;5026;10,0000;7731;12,1000;31727;8,2000;70182;3,6000
19-12-2014;661907;4524098,0000;0;15000000,0000;1;294307,3000;0;98102,4000;7;3955,7000;63;242,2000;139;125,8000;301;47,0000;4286;14,4000;3860;14,9000;6405;13,6000;21965;7,4000;54126;7,9000;93680;4,4000
16-12-2014;421665;2744432,0000;0;39580687,0000;0;222312,0000;1;33683,6000;9;1414,1000;115;85,8000;196;44,0000;292;25,7000;3335;10,5000;3857;7,9000;7078;7,0000;15095;6,8000;42372;5,8000;75034;3,2000
12-12-2014;674813;4662314,0000;0;0,0000;0;517360,3000;0;73908,6000;0;3643,3000;62;226,3000;149;108,9000;195;53,0000;3168;16,8000;3158;15,4000;6716;12,5000;17181;8,8000;48516;8,4000;100068;4,2000
09-12-2014;419620;2678256,0000;0;0,0000;0;1023461,4000;0;68230,7000;1;5016,9000;23;334,6000;36;146,3000;60;97,2000;1124;27,6000;1423;19,6000;3034;14,7000;6272;13,7000;23738;9,7000;54242;4,3000
05-12-2014;683589;4676270,0000;0;0,0000;0;758715,9000;0;126452,6000;1;7025,1000;70;269,5000;123;137,9000;149;82,7000;2333;23,3000;3006;17,1000;5449;15,3000;13412;11,6000;53746;8,1000;90108;4,6000
02-12-2014;508315;3547230,0000;0;72971665,0000;0;436641,4000;0;0,0000;5;13645,0000;62;221,6000;106;108,9000;120;57,5000;2023;18,2000;2165;15,3000;4535;12,6000;11617;9,9000;35431;8,2000;74662;4,1000
28-11-2014;741757;5320296,0000;0;0,0000;0;279221,7000;0;31024,6000;4;4935,7000;90;187,7000;247;76,1000;203;71,3000;2291;24,0000;3583;14,7000;8875;10,3000;11937;13,1000;51589;8,3000;123393;3,7000
25-11-2014;442806;2948912,0000;0;0,0000;0;244414,6000;0;81471,5000;2;4073,5000;37;206,0000;103;91,9000;107;61,6000;1823;19,4000;2154;14,7000;4907;11,1000;9261;10,3000;30667;8,1000;71059;3,8000
21-11-2014;702214;4888646,0000;0;0,0000;0;1596840,2000;0;106456,0000;2;6653,5000;80;224,7000;210;95,6000;257;63,8000;3295;20,3000;4218;14,9000;9066;11,5000;15585;10,9000;60114;7,9000;126748;3,8000
18-11-2014;428554;2755576,0000;0;0,0000;0;354830,2000;0;70966,0000;4;5913,8000;23;292,3000;72;121,2000;77;83,9000;1276;26,0000;1715;17,6000;4336;12,3000;6988;13,4000;26516;9,1000;64077;4,0000
14-11-2014;707182;4854770,0000;0;0,0000;0;515956,4000;0;257978,2000;9;3793,7000;60;257,0000;115;138,1000;361;50,7000;4240;15,7000;3825;16,2000;6359;14,9000;22472;7,9000;54926;8,6000;93110;4,8000
11-11-2014;336675;2120764,0000;0;0,0000;0;0,0000;0;186683,7000;2;4804,3000;30;232,4000;65;117,6000;59;76,1000;927;23,3000;1307;16,1000;2789;13,4000;5353;12,1000;20591;8,7000;41962;4,4000
07-11-2014;714301;4949352,0000;0;16506235,0000;0;540288,8000;1;41560,6000;4;6282,4000;64;242,1000;198;93,9000;112;90,0000;1997;27,3000;3054;17,7000;8038;12,1000;10386;14,4000;44957;9,7000;115370;4,0000
04-11-2014;418210;2689264,0000;0;0,0000;1;180167,3000;0;32757,6000;4;1838,4000;64;118,1000;129;68,6000;193;31,9000;2454;11,6000;2758;9,8000;4759;9,8000;12007;7,0000;36205;6,3000;60762;3,8000
31-10-2014;714133;4881908,0000;0;0,0000;0;355794,2000;1;59299,0000;7;3369,2000;99;160,2000;188;85,3000;247;44,0000;3722;14,3000;4147;12,4000;7795;11,1000;18553;8,3000;59002;7,1000;108572;3,9000
28-10-2014;426813;2758198,0000;0;15000000,0000;0;556193,5000;0;52970,8000;2;5010,7000;36;222,8000;72;109,0000;85;74,6000;1342;21,6000;1843;15,8000;3498;12,9000;7214;11,7000;28461;8,0000;54632;4,1000
24-10-2014;1356990;11539438,0000;0;190000000,0000;1;2174634,3000;1;50349,4000;8;4110,1000;194;202,0000;430;92,7000;539;59,4000;6954;19,5000;8547;14,4000;18220;11,5000;36029;10,6000;122349;8,0000;263672;3,9000
21-10-2014;837827;7083814,0000;0;0,0000;0;333090,9000;2;44412,1000;5;4827,4000;101;233,2000;226;108,0000;251;69,9000;3600;21,6000;4740;15,3000;10567;12,0000;19178;11,5000;72280;8,2000;156165;3,9000
17-10-2014;1138302;9403686,0000;0;0,0000;0;764204,9000;2;59937,6000;2;5660,7000;144;254,4000;262;117,4000;287;79,3000;4289;24,7000;5856;16,8000;12760;13,3000;23735;12,7000;89112;9,2000;193346;4,3000
14-10-2014;742673;6018080,0000;0;0,0000;0;708398,5000;1;41670,5000;18;1967,7000;109;158,3000;227;86,1000;396;34,4000;5938;11,6000;4996;12,0000;10138;10,9000;29699;6,7000;69564;7,0000;137451;3,9000
10-10-2014;1059651;8558434,0000;0;0,0000;1;371747,2000;1;78855,4000;3;6473,2000;100;282,1000;204;135,6000;240;85,2000;3597;26,0000;5073;17,9000;10501;14,6000;19287;13,6000;79098;9,3000;168809;4,5000
07-10-2014;698665;5557902,0000;0;0,0000;0;454461,7000;2;46611,4000;6;4522,0000;117;188,8000;259;90,4000;210;61,6000;3120;20,0000;4666;13,8000;9539;11,1000;16191;11,0000;64754;7,8000;133497;3,8000
03-10-2014;1304206;10996838,0000;0;0,0000;1;296615,8000;3;46834,0000;11;4683,4000;185;209,6000;407;95,2000;557;59,9000;7381;19,4000;9328;14,1000;18494;11,5000;34687;10,8000;132048;7,8000;257881;3,9000
30-09-2014;413868;2644606,0000;0;32929188,0000;0;134275,0000;0;59677,8000;3;1598,5000;85;115,9000;146;73,2000;217;25,9000;2561;10,6000;3275;9,3000;5079;10,0000;12323;6,4000;37506;6,4000;59542;4,0000
26-09-2014;666486;4571946,0000;0;0,0000;1;269196,2000;0;107678,4000;2;5278,3000;79;229,1000;168;110,1000;140;75,8000;2076;24,4000;3092;16,0000;6257;12,7000;11552;12,2000;45683;8,6000;91022;4,2000
23-09-2014;383146;2407186,0000;0;0,0000;0;357328,7000;0;178664,3000;2;4962,8000;46;190,8000;69;111,3000;103;54,4000;1466;16,6000;1808;13,1000;3644;11,9000;7715;9,2000;28936;7,0000;56741;3,8000
19-09-2014;717607;5231676,0000;0;86732923,0000;0;909183,6000;2;35654,2000;3;4968,2000;86;251,1000;136;127,7000;203;61,0000;3274;18,0000;3635;15,7000;7275;13,5000;18524;8,9000;55204;8,4000;105883;4,5000
16-09-2014;462370;3183322,0000;0;0,0000;0;419829,3000;0;69971,5000;3;6173,9000;44;268,1000;50;141,9000;105;69,4000;1807;19,8000;2023;16,7000;3710;14,6000;10849;9,7000;33179;8,4000;59815;4,4000
12-09-2014;708654;5078810,0000;0;0,0000;0;278515,1000;1;46419,1000;1;3815,2000;115;164,7000;206;82,3000;187;61,0000;2755;20,2000;4094;12,6000;8726;10,3000;13150;11,6000;58751;7,3000;126397;3,6000
09-09-2014;456478;3054950,0000;0;0,0000;0;187027,8000;0;26718,2000;7;4561,6000;82;195,9000;120;87,6000;136;71,1000;1549;23,3000;2464;13,9000;4989;10,6000;7387;13,1000;33126;7,9000;71988;3,6000
05-09-2014;667018;4641020,0000;0;0,0000;1;299036,3000;1;38337,9000;19;2373,3000;230;148,2000;429;71,2000;235;55,7000;2964;17,3000;3565;15,0000;6609;13,2000;17018;8,6000;50104;8,1000;92045;4,4000
02-09-2014;412887;2651366,0000;0;0,0000;0;508288,3000;0;48408,4000;2;6051,0000;35;249,5000;92;108,1000;75;72,2000;1415;22,4000;1748;15,4000;3945;11,8000;7528;11,5000;25818;8,7000;53876;4,2000
29-08-2014;652730;4482284,0000;0;0,0000;0;285439,2000;0;237866,0000;8;2831,7000;90;220,0000;152;117,5000;363;38,7000;3785;14,8000;3720;14,6000;6730;13,4000;16993;8,5000;52258;7,9000;97073;4,3000
26-08-2014;384688;2432550,0000;0;0,0000;0;158311,7000;0;105541,1000;1;5277,0000;38;219,1000;73;109,4000;79;84,2000;981;26,8000;1544;17,5000;3214;13,2000;5949;13,9000;21356;9,4000;48171;4,3000
22-08-2014;604209;4097782,0000;0;0,0000;1;268532,8000;2;37296,2000;3;7459,2000;69;210,9000;143;106,1000;148;74,3000;1935;23,6000;3238;15,4000;6168;12,4000;10258;11,9000;44386;8,4000;87277;4,2000
19-08-2014;426281;2812494,0000;0;54304297,0000;1;220508,1000;0;33410,3000;4;3467,1000;73;121,9000;84;99,3000;122;59,2000;1539;19,2000;2589;11,0000;4068;11,8000;7923;10,8000;36356;6,7000;60228;4,1000
15-08-2014;525048;3641584,0000;0;0,0000;0;687788,0000;0;38210,4000;3;6368,4000;56;211,6000;150;81,7000;116;76,1000;1528;24,9000;2581;14,3000;6345;9,7000;7885;13,7000;38210;8,0000;94323;3,3000
12-08-2014;400847;2588142,0000;0;0,0000;0;513136,7000;0;68418,2000;8;1988,9000;88;127,2000;158;74,8000;265;34,2000;2992;12,3000;3258;10,0000;5161;10,0000;12941;7,6000;38575;6,3000;61916;3,7000
08-08-2014;632884;4349182,0000;0;0,0000;0;355306,9000;0;43067,5000;3;5639,7000;60;282,7000;110;126,2000;158;71,9000;2560;21,2000;2493;18,3000;5244;14,5000;14145;10,3000;38755;9,4000;82889;4,5000
05-08-2014;380534;2423482,0000;0;0,0000;1;194005,2000;0;46191,7000;3;3849,3000;75;116,0000;170;62,9000;126;53,8000;1644;19,4000;2872;10,0000;5787;8,7000;7414;11,4000;33078;6,6000;65972;3,4000
01-08-2014;610751;4161138,0000;0;0,0000;0;226316,9000;2;32330,9000;2;5519,9000;80;209,3000;171;110,0000;137;80,3000;2089;24,3000;2444;18,0000;4916;15,2000;11766;11,9000;37633;9,7000;76073;4,9000
29-07-2014;391700;2539800,0000;0;37632166,0000;0;1021863,3000;0;85155,2000;4;3475,7000;40;206,9000;80;108,7000;101;56,6000;1713;17,1000;1748;14,9000;3382;13,6000;8777;9,0000;27551;8,0000;51120;4,4000
25-07-2014;606257;4171370,0000;0;0,0000;0;1412166,8000;0;58840,2000;9;2674,5000;109;162,2000;178;97,6000;351;38,3000;4370;12,6000;4577;11,3000;7419;11,3000;20049;7,3000;58882;6,6000;96745;3,9000
22-07-2014;344547;2197802,0000;0;0,0000;0;0,0000;0;256211,9000;3;3724,0000;34;248,8000;55;133,1000;107;59,4000;1637;16,7000;1478;17,1000;2522;15,1000;10283;7,5000;22725;8,8000;40158;4,8000
18-07-2014;584626;3987234,0000;0;0,0000;0;685059,6000;0;152235,4000;2;5569,5000;55;237,8000;99;124,4000;118;77,4000;1625;26,2000;2552;15,8000;5501;12,9000;8334;13,9000;38412;8,8000;83422;4,2000
15-07-2014;424069;2875868,0000;1;67902166,0000;1;391019,8000;1;55859,9000;0;3989,9000;50;178,3000;100;90,1000;123;58,5000;1526;19,7000;2298;13,2000;4919;10,9000;8344;10,6000;31569;7,6000;64378;3,8000
11-07-2014;673212;4787382,0000;0;0,0000;0;269389,2000;0;44898,2000;2;5082,8000;73;187,9000;183;95,8000;180;56,2000;3059;17,2000;3510;14,6000;7057;12,6000;17404;8,7000;50430;8,0000;97942;4,3000
08-07-2014;411018;2716934,0000;0;0,0000;0;155893,9000;2;33068,4000;3;4133,5000;58;162,2000;149;66,8000;99;70,2000;1378;23,3000;2488;12,4000;6135;8,6000;6825;13,2000;31429;7,6000;75490;3,3000
04-07-2014;675120;4726096,0000;0;0,0000;0;385460,0000;0;102789,3000;3;5467,5000;86;240,4000;145;119,9000;225;61,6000;3343;18,1000;3374;17,0000;6502;14,2000;18910;8,8000;48596;8,9000;95082;4,5000
01-07-2014;417578;2714938,0000;0;0,0000;0;346045,0000;0;49435,0000;2;4119,5000;62;187,1000;113;93,0000;123;58,3000;1778;19,3000;2521;13,1000;4812;10,9000;8625;10,8000;32717;7,6000;64410;3,8000
27-06-2014;645780;4464062,0000;0;0,0000;1;1474696,7000;0;163855,1000;2;6302,1000;61;298,2000;125;128,7000;117;91,0000;1732;27,1000;2444;19,7000;5087;15,1000;10369;13,3000;37697;10,2000;83759;4,7000
24-06-2014;379367;2408644,0000;0;0,0000;0;312175,4000;2;62435,0000;3;3629,9000;41;182,3000;62;119,0000;122;45,6000;1875;13,6000;2056;12,5000;3391;12,5000;9716;7,8000;29481;7,0000;52422;4,1000
20-06-2014;668101;4625644,0000;0;24974879,0000;0;213747,3000;0;45340,3000;1;4617,9000;74;176,6000;177;86,9000;176;64,6000;2056;23,3000;3850;13,2000;7675;10,7000;11854;11,9000;49662;8,1000;95431;4,1000
17-06-2014;394121;2530802,0000;0;0,0000;1;1017907,2000;0;113100,8000;4;3609,6000;51;227,3000;77;122,5000;67;80,5000;1284;22,8000;1937;15,5000;3448;13,9000;6606;11,7000;29240;7,9000;52302;4,3000
13-06-2014;1066196;8209878,0000;0;137313501,0000;0;700752,9000;0;84939,7000;10;5249,0000;85;232,2000;249;102,2000;224;76,6000;3622;23,4000;5374;15,7000;12439;11,7000;20354;12,5000;80933;8,7000;186428;3,9000
10-06-2014;548318;4216268,0000;0;0,0000;2;195840,3000;0;41965,7000;5;4815,7000;66;240,0000;170;90,7000;140;68,0000;2170;21,7000;3018;15,9000;8350;10,3000;11641;11,6000;42263;8,8000;111947;3,6000
06-06-2014;1121978;9209514,0000;0;0,0000;0;672399,4000;0;47185,9000;5;6313,6000;125;267,9000;220;127,8000;282;78,4000;4132;23,9000;5656;17,0000;12174;13,4000;22757;12,4000;90902;8,9000;196390;4,2000
03-06-2014;508888;3587450,0000;0;0,0000;0;188388,7000;0;100473,9000;1;5841,5000;50;211,1000;110;117,2000;150;61,9000;2265;20,1000;2622;15,5000;5260;13,4000;11253;10,9000;38392;8,5000;74682;4,4000
30-05-2014;702544;5129902,0000;0;0,0000;0;355902,2000;0;74146,3000;1;4634,1000;60;215,7000;144;116,4000;162;67,3000;2647;20,5000;3484;14,2000;6680;13,3000;14981;10,6000;56925;7,5000;104395;4,3000
27-05-2014;448618;3091542,0000;0;0,0000;0;192199,9000;0;34945,4000;6;3099,9000;61;143,3000;171;66,5000;164;46,2000;2202;17,0000;2842;11,2000;6595;8,6000;9852;10,2000;36122;7,2000;80687;3,4000
23-05-2014;710295;5090102,0000;0;0,0000;0;530046,2000;0;106009,2000;2;5638,7000;59;265,3000;144;121,6000;102;91,3000;2042;26,5000;3021;17,6000;7040;13,3000;11353;13,6000;46901;9,3000;109005;4,1000
20-05-2014;419988;2787366,0000;0;0,0000;0;528720,3000;0;50354,3000;0;10367,0000;24;306,5000;71;136,4000;93;62,3000;1725;18,6000;1545;17,8000;3197;14,8000;9920;9,2000;26693;9,1000;53636;4,6000
16-05-2014;679401;4735478,0000;0;0,0000;0;1515237,5000;0;84179,8000;7;4208,9000;64;220,3000;135;117,6000;189;66,1000;2905;21,0000;3648;14,8000;6745;13,5000;14724;11,0000;54358;7,9000;98180;4,4000
13-05-2014;407931;2629736,0000;0;0,0000;0;342903,5000;0;85725,8000;2;3987,2000;34;220,2000;73;108,1000;112;58,7000;1874;16,4000;1678;16,0000;3542;13,1000;10318;8,4000;27267;8,2000;53455;4,2000
09-05-2014;672002;4612594,0000;0;0,0000;0;1460503,5000;0;69547,7000;2;5071,1000;56;215,5000;112;109,6000;112;80,6000;1937;24,1000;3103;14,5000;6677;11,7000;9820;13,1000;47766;7,9000;102709;3,8000
06-05-2014;391010;2476858,0000;0;0,0000;0;315673,1000;0;28697,5000;3;4384,3000;37;205,8000;93;92,2000;112;52,5000;1734;17,4000;1769;14,5000;3922;11,2000;8602;9,6000;27032;8,0000;58623;3,8000
02-05-2014;758111;5602034,0000;0;89166455,0000;0;376512,3000;1;313760,3000;1;6403,2000;64;291,4000;118;135,8000;153;83,5000;2430;25,4000;3569;17,7000;8196;13,6000;13214;13,0000;55146;9,1000;120120;4,2000
29-04-2014;490012;3418494,0000;0;0,0000;0;433234,3000;0;54154,2000;3;4709,0000;58;189,5000;127;90,8000;88;74,1000;1409;24,7000;2378;14,5000;5291;11,5000;8003;13,3000;35788;8,4000;77622;4,0000
25-04-2014;710318;5115170,0000;0;0,0000;0;417655,3000;0;39776,7000;4;3200,4000;79;195,2000;189;101,2000;262;53,8000;3480;17,5000;4093;14,1000;8733;11,5000;17606;9,6000;56636;7,9000;120299;3,9000
22-04-2014;391817;2646736,0000;0;0,0000;0;530391,1000;0;117864,7000;2;5524,9000;22;228,8000;52;112,9000;115;64,3000;1483;20,5000;1919;14,5000;3669;11,8000;7738;11,1000;27879;7,9000;55687;3,9000
18-04-2014;712545;5053122,0000;0;0,0000;0;1540885,6000;1;64203,5000;8;3566,8000;91;213,8000;155;113,7000;329;43,1000;4827;12,6000;3532;15,6000;6497;14,3000;27571;6,3000;51350;8,3000;96652;4,6000
15-04-2014;416012;2716074,0000;0;0,0000;0;353233,3000;0;44154,1000;2;6541,3000;58;214,6000;68;114,1000;86;77,0000;1187;23,4000;1810;16,1000;3741;12,9000;6632;12,5000;26309;8,6000;55764;4,2000
11-04-2014;669700;4630040,0000;0;0,0000;0;146639,0000;0;28298,7000;2;5376,7000;91;168,0000;279;64,6000;160;71,3000;2156;24,6000;3962;13,2000;10154;9,0000;10903;13,6000;50358;8,0000;128496;3,4000
08-04-2014;390152;2478124,0000;0;0,0000;2;199536,9000;2;55426,9000;3;4494,0000;32;228,7000;106;95,5000;90;74,3000;1268;24,1000;2010;15,4000;4262;11,9000;6255;13,7000;26569;8,5000;58630;3,9000
04-04-2014;675639;4612280,0000;0;0,0000;1;735283,2000;1;122547,2000;8;4805,7000;53;248,5000;213;94,8000;174;73,1000;2244;22,5000;2519;17,9000;7052;11,1000;11282;13,3000;36965;10,1000;108773;3,6000
01-04-2014;388567;2451356,0000;0;15000000,0000;0;242827,8000;0;161885,2000;0;3444,3000;49;205,2000;93;100,1000;99;74,6000;1135;25,3000;1897;15,5000;4075;12,0000;5911;14,0000;25480;8,8000;56355;4,0000
28-03-2014;674332;4645042,0000;0;25329483,0000;1;258237,0000;0;73782,0000;17;2188,4000;121;169,2000;250;95,8000;492;28,9000;6464;9,5000;4651;11,8000;8360;11,8000;28975;5,6000;61614;6,7000;111828;4,0000
25-03-2014;395491;2498286,0000;0;0,0000;1;195729,7000;0;108738,7000;3;3707,0000;43;214,2000;106;102,0000;193;44,1000;2541;13,8000;2141;13,9000;4027;11,6000;12496;7,6000;30729;7,4000;59124;3,8000
21-03-2014;701987;4847288,0000;0;25493153,0000;0;524657,6000;0;65582,2000;3;3974,6000;86;255,6000;144;136,7000;306;43,8000;4807;12,5000;4287;14,8000;6581;15,0000;24144;6,4000;64135;7,5000;99686;4,7000
18-03-2014;401830;2560474,0000;0;0,0000;0;253982,0000;0;84660,6000;6;5461,9000;59;222,4000;121;121,6000;95;75,8000;1414;22,7000;2002;15,6000;4100;13,1000;7452;11,8000;27422;8,7000;55642;4,3000
14-03-2014;956760;7474558,0000;0;129384564,0000;0;367715,3000;2;50470,7000;10;3404,7000;175;183,1000;279;100,2000;415;45,8000;5856;14,7000;6255;12,7000;10707;11,8000;32522;7,9000;88807;7,2000;155363;4,1000
11-03-2014;636405;4946742,0000;0;0,0000;1;366735,3000;1;55565,9000;2;4129,9000;103;185,4000;190;96,6000;181;65,1000;2586;20,5000;4416;12,8000;8304;11,7000;13243;11,2000;61379;7,1000;113222;4,0000
07-03-2014;1229141;10149886,0000;0;0,0000;1;453509,3000;1;82456,2000;7;6572,5000;120;273,8000;272;123,0000;299;75,0000;5176;22,1000;6452;16,8000;13114;13,9000;28647;11,3000;101282;8,6000;206897;4,3000
04-03-2014;402180;2539434,0000;0;0,0000;0;1000384,0000;1;41682,6000;0;4763,7000;39;197,1000;94;79,0000;112;57,9000;1635;18,6000;1947;13,5000;4540;9,7000;8398;10,3000;28307;7,5000;65247;3,4000
28-02-2014;720747;5031468,0000;0;42517715,0000;0;797418,8000;0;88602,0000;4;4287,1000;95;223,6000;149;128,0000;361;48,8000;4300;15,8000;4607;14,8000;8556;13,7000;21852;8,0000;60294;8,2000;107820;4,6000
25-02-2014;413144;2645668,0000;0;0,0000;0;519074,0000;0;43256,1000;3;2836,4000;67;155,2000;117;69,8000;143;48,8000;1883;16,3000;2041;14,6000;4464;11,8000;9570;8,8000;27773;8,3000;58309;4,1000
21-02-2014;683691;4693318,0000;0;0,0000;0;298934,3000;0;71174,8000;10;1779,3000;142;134,2000;162;88,3000;417;30,4000;5088;10,6000;5049;10,7000;7724;11,3000;23271;6,3000;69532;6,4000;108187;4,0000
18-02-2014;398488;2510644,0000;0;0,0000;0;0,0000;0;649098,6000;3;4507,6000;29;268,4000;65;138,6000;85;69,8000;1273;21,7000;1775;16,2000;3212;15,3000;7071;11,1000;27321;8,3000;49242;4,8000
14-02-2014;691628;4779926,0000;0;25543227,0000;0;263580,6000;1;52716,1000;5;2896,4000;115;150,6000;185;95,8000;349;37,2000;4614;12,9000;4802;11,0000;7886;11,3000;21920;7,3000;62343;6,8000;104747;4,1000
11-02-2014;394799;2489192,0000;0;0,0000;0;493913,6000;0;41159,4000;1;7483,5000;50;223,0000;69;104,5000;74;76,6000;1070;23,9000;1727;15,5000;3483;12,7000;6554;12,0000;26332;8,4000;51642;4,2000
07-02-2014;692533;4775512,0000;0;25315477,0000;0;773660,7000;0;51577,3000;7;5486,9000;76;260,2000;139;115,5000;118;94,5000;1753;28,0000;2979;17,0000;6766;12,6000;9595;15,1000;45278;9,0000;106910;4,0000
04-02-2014;409309;2602526,0000;0;0,0000;0;1014692,9000;1;56371,8000;0;9395,3000;37;300,1000;56;144,2000;90;64,6000;1665;18,5000;1586;17,7000;3197;14,7000;9650;9,0000;26865;8,7000;54017;4,4000
